customer_key,recency,frequency,monetary
11000,0.7567756236587253,1.5693744360081718,2.0251711609984264
11001,-1.2477631422471034,1.5693744360081718,1.732963417617981
11002,1.1094124066511644,1.5693744360081718,2.005605505507846
11003,0.7177538348545441,1.5693744360081718,2.009282772824754
11004,0.7677996051012665,1.5693744360081718,2.0175155111046355
11005,0.762294445959681,1.5693744360081718,2.006667962302327
11006,0.6951411253306232,1.5693744360081718,2.0063328251331316
11007,0.9927070364169004,1.5693744360081718,2.019684915915011
11008,1.0759572992523232,1.5693744360081718,2.0044782270040393
11009,0.7233708004012898,1.5693744360081718,2.0022916274864597
11010,0.6433882058834294,1.5693744360081718,2.001811031627855
11011,0.9927070364169004,1.5693744360081718,2.008373267188999
11012,-0.46308218310646315,1.2171431003319833,-0.7781932572909234
11013,-2.2792267428197497,1.2171431003319833,-0.6869140016886729
11014,0.7732911876719148,1.2171431003319833,-0.6295151922659443
11015,1.2745920537508761,-0.7651888793643833,0.8540360310534842
11016,1.1749703989373639,-0.7651888793643833,0.7988808421999649
11017,-0.4524398987352434,1.5693744360081718,1.7415673621894596
11018,-0.5623999310977627,1.5693744360081718,1.7583229860240341
11019,-1.9844198432003906,1.830089922792953,0.15094992724726095
11020,1.3618530554191624,-0.7651888793643833,0.7937449883450254
11021,1.2522978807349732,-0.7651888793643833,0.8120880070752553
11022,1.2656981366214388,-0.7651888793643833,0.7955288231617581
11023,-2.032807290508494,1.2171431003319833,-0.6666604521111558
11024,0.23293743079962173,1.2171431003319833,-0.8654220812177166
11025,-0.5738565344246382,1.5693744360081718,1.7656373753404182
11026,-0.46308218310646315,1.5693744360081718,1.7654679913421303
11027,-0.5623999310977627,1.5693744360081718,1.7681124279995162
11028,-0.37993051371501535,1.5693744360081718,1.7484124435187047
11029,-0.7841955855722889,1.5693744360081718,1.7637060402941078
11030,-0.7577296318132529,1.5693744360081718,1.7478531367447963
11031,-0.8111938147419016,1.5693744360081718,1.7490867486209858
11032,-0.7446880021813699,1.5693744360081718,1.7570220993789156
11033,-0.7062919224835704,1.5693744360081718,1.7519114216914164
11034,-0.7708977590075156,1.5693744360081718,1.751239964222041
